Year,Month,Day,Category,Material Type,Weight (lbs),Vendor,Date Updated,Cost,Notes
2005,jan,15,recycle,r-mixed recycling,43857.0,mission trail,rg,1137.86,500 el camino real
2005,feb,15,recycle,r-mixed recycling,38734.0,mission trail,rg,1137.86,500 el camino real
2005,mar,15,recycle,r-mixed recycling,41562.0,mission trail,rg,1137.86,500 el camino real
2005,apr,15,recycle,r-mixed recycling,41390.0,mission trail,rg,1137.86,500 el camino real
2005,may,15,recycle,r-mixed recycling,51570.0,mission trail,rg,1137.86,500 el camino real
2005,jun,15,recycle,r-mixed recycling,52310.0,mission trail,rg,1137.86,500 el camino real
2005,jul,15,recycle,r-mixed recycling,16900.0,mission trail,rg,1137.86,500 el camino real
2005,aug,15,recycle,r-mixed recycling,51640.0,mission trail,rg,1137.86,500 el camino real
2005,sep,15,recycle,r-mixed recycling,52655.0,mission trail,rg,1137.86,500 el camino real
2005,oct,15,recycle,r-mixed recycling,45376.0,mission trail,rg,1137.86,500 el camino real
2005,nov,15,recycle,r-mixed recycling,47454.0,mission trail,rg,1137.86,500 el camino real
2005,dec,15,recycle,r-mixed recycling,28200.0,mission trail,rg,1137.86,500 el camino real
2005,jan,15,landfill,l-landfill,244980.0,mission trail,rg,1137.86,500 el camino real
2005,feb,15,landfill,l-landfill,195980.0,mission trail,rg,1137.86,500 el camino real
2005,mar,15,landfill,l-landfill,190340.0,mission trail,rg,1137.86,500 el camino real
2005,apr,15,landfill,l-landfill,274060.0,mission trail,rg,1137.86,500 el camino real
2005,may,15,landfill,l-landfill,226340.0,mission trail,rg,1137.86,500 el camino real
2005,jun,15,landfill,l-landfill,306820.0,mission trail,rg,1137.86,500 el camino real
2005,jul,15,landfill,l-landfill,126700.0,mission trail,rg,1137.86,500 el camino real
2005,aug,15,landfill,l-landfill,218540.0,mission trail,rg,1137.86,500 el camino real
2005,sep,15,landfill,l-landfill,243480.0,mission trail,rg,1137.86,500 el camino real
2005,oct,15,landfill,l-landfill,245920.0,mission trail,rg,1137.86,500 el camino real
2005,nov,15,landfill,l-landfill,243000.0,mission trail,rg,1137.86,500 el camino real
2005,dec,15,landfill,l-landfill,170900.0,mission trail,rg,1137.86,500 el camino real
2006,jan,15,recycle,r-mixed recycling,42515.0,mission trail,rg,1137.86,500 el camino real
2006,feb,15,recycle,r-mixed recycling,34395.0,mission trail,rg,1137.86,500 el camino real
2006,mar,15,recycle,r-mixed recycling,50976.0,mission trail,rg,1137.86,500 el camino real
2006,apr,15,recycle,r-mixed recycling,46795.0,mission trail,rg,1137.86,500 el camino real
2006,may,15,recycle,r-mixed recycling,59962.0,mission trail,rg,1137.86,500 el camino real
2006,jun,15,recycle,r-mixed recycling,42600.0,mission trail,rg,1137.86,500 el camino real
2006,jul,15,recycle,r-mixed recycling,36530.0,mission trail,rg,1137.86,500 el camino real
2006,aug,15,recycle,r-mixed recycling,41090.0,mission trail,rg,1137.86,500 el camino real
2006,sep,15,recycle,r-mixed recycling,51775.0,mission trail,rg,1137.86,500 el camino real
2006,oct,15,recycle,r-mixed recycling,56995.0,mission trail,rg,1137.86,500 el camino real
2006,nov,15,recycle,r-mixed recycling,7540.0,mission trail,rg,1137.86,500 el camino real
2006,dec,15,recycle,r-mixed recycling,8826.0,mission trail,rg,1137.86,500 el camino real
2006,jan,15,landfill,l-landfill,253780.0,mission trail,rg,1137.86,500 el camino real
2006,feb,15,landfill,l-landfill,226980.0,mission trail,rg,1137.86,500 el camino real
2006,mar,15,landfill,l-landfill,242760.0,mission trail,rg,1137.86,500 el camino real
2006,apr,15,landfill,l-landfill,218520.0,mission trail,rg,1137.86,500 el camino real
2006,may,15,landfill,l-landfill,304480.0,mission trail,rg,1137.86,500 el camino real
2006,jun,15,landfill,l-landfill,287400.0,mission trail,rg,1137.86,500 el camino real
2006,jul,15,landfill,l-landfill,135460.0,mission trail,rg,1137.86,500 el camino real
2006,aug,15,landfill,l-landfill,197360.0,mission trail,rg,1137.86,500 el camino real
2006,sep,15,landfill,l-landfill,267520.0,mission trail,rg,1137.86,500 el camino real
2006,oct,15,landfill,l-landfill,322680.0,mission trail,rg,1137.86,500 el camino real
2006,nov,15,landfill,l-landfill,239420.0,mission trail,rg,1137.86,500 el camino real
2006,dec,15,landfill,l-landfill,160960.0,mission trail,rg,1137.86,500 el camino real
2007,jan,15,recycle,r-mixed recycling,61710.0,mission trail,rg,1137.86,500 el camino real
2007,feb,15,recycle,r-mixed recycling,30520.0,mission trail,rg,1137.86,500 el camino real
2007,mar,15,recycle,r-mixed recycling,43339.0,mission trail,rg,1137.86,500 el camino real
2007,apr,15,recycle,r-mixed recycling,32180.0,mission trail,rg,1137.86,500 el camino real
2007,may,15,recycle,r-mixed recycling,28670.0,mission trail,rg,1137.86,500 el camino real
2007,jun,15,recycle,r-mixed recycling,46749.0,mission trail,rg,1137.86,500 el camino real
2007,jul,15,recycle,r-mixed recycling,61260.0,mission trail,rg,1137.86,500 el camino real
2007,aug,15,recycle,r-mixed recycling,27580.0,mission trail,rg,1137.86,500 el camino real
2007,sep,15,recycle,r-mixed recycling,34920.0,mission trail,rg,1137.86,500 el camino real
2007,oct,15,recycle,r-mixed recycling,52863.0,mission trail,rg,1137.86,500 el camino real
2007,nov,15,recycle,r-mixed recycling,34060.0,mission trail,rg,1137.86,500 el camino real
2007,dec,15,recycle,r-mixed recycling,31488.0,mission trail,rg,1137.86,500 el camino real
2007,jan,15,landfill,l-landfill,219740.0,mission trail,rg,1137.86,500 el camino real
2007,feb,15,landfill,l-landfill,225620.0,mission trail,rg,1137.86,500 el camino real
2007,mar,15,landfill,l-landfill,244440.0,mission trail,rg,1137.86,500 el camino real
2007,apr,15,landfill,l-landfill,215820.0,mission trail,rg,1137.86,500 el camino real
2007,may,15,landfill,l-landfill,252980.0,mission trail,rg,1137.86,500 el camino real
2007,jun,15,landfill,l-landfill,557180.0,mission trail,rg,1137.86,500 el camino real
2007,jul,15,landfill,l-landfill,191680.0,mission trail,rg,1137.86,500 el camino real
2007,aug,15,landfill,l-landfill,150920.0,mission trail,rg,1137.86,500 el camino real
2007,sep,15,landfill,l-landfill,260360.0,mission trail,rg,1137.86,500 el camino real
2007,oct,15,landfill,l-landfill,272960.0,mission trail,rg,1137.86,500 el camino real
2007,nov,15,landfill,l-landfill,255180.0,mission trail,rg,1137.86,500 el camino real
2007,dec,15,landfill,l-landfill,148380.0,mission trail,rg,1137.86,500 el camino real
2008,jan,15,recycle,r-mixed recycling,36718.0,mission trail,rg,1137.86,500 el camino real
2008,feb,15,recycle,r-mixed recycling,33980.0,mission trail,rg,1137.86,500 el camino real
2008,mar,15,recycle,r-mixed recycling,53860.0,mission trail,rg,1137.86,500 el camino real
2008,apr,15,recycle,r-mixed recycling,57280.0,mission trail,rg,1137.86,500 el camino real
2008,may,15,recycle,r-mixed recycling,65255.0,mission trail,rg,1137.86,500 el camino real
2008,jun,15,recycle,r-mixed recycling,73620.0,mission trail,rg,1137.86,500 el camino real
2008,jul,15,recycle,r-mixed recycling,39440.0,mission trail,rg,1137.86,500 el camino real
2008,aug,15,recycle,r-mixed recycling,45020.0,mission trail,rg,1137.86,500 el camino real
2008,sep,15,recycle,r-mixed recycling,43660.0,mission trail,rg,1137.86,500 el camino real
2008,oct,15,recycle,r-mixed recycling,38600.0,mission trail,rg,1137.86,500 el camino real
2008,nov,15,recycle,r-mixed recycling,39239.0,mission trail,rg,1137.86,500 el camino real
2008,dec,15,recycle,r-mixed recycling,24760.0,mission trail,rg,1137.86,500 el camino real
2008,jan,15,landfill,l-landfill,239020.0,mission trail,rg,1137.86,500 el camino real
2008,feb,15,landfill,l-landfill,261460.0,mission trail,rg,1137.86,500 el camino real
2008,mar,15,landfill,l-landfill,237360.0,mission trail,rg,1137.86,500 el camino real
2008,apr,15,landfill,l-landfill,260220.0,mission trail,rg,1137.86,500 el camino real
2008,may,15,landfill,l-landfill,245320.0,mission trail,rg,1137.86,500 el camino real
2008,jun,15,landfill,l-landfill,358380.0,mission trail,rg,1137.86,500 el camino real
2008,jul,15,landfill,l-landfill,160180.0,mission trail,rg,1137.86,500 el camino real
2008,aug,15,landfill,l-landfill,181260.0,mission trail,rg,1137.86,500 el camino real
2008,sep,15,landfill,l-landfill,209820.0,mission trail,rg,1137.86,500 el camino real
2008,oct,15,landfill,l-landfill,281400.0,mission trail,rg,1137.86,500 el camino real
2008,nov,15,landfill,l-landfill,232620.0,mission trail,rg,1137.86,500 el camino real
2008,dec,15,landfill,l-landfill,205880.0,mission trail,rg,1137.86,500 el camino real
2009,jan,15,recycle,r-mixed recycling,39260.0,mission trail,rg,1137.86,500 el camino real
2009,feb,15,recycle,r-mixed recycling,27200.0,mission trail,rg,1137.86,500 el camino real
2009,mar,15,recycle,r-mixed recycling,1100.0,mission trail,rg,1137.86,500 el camino real
2009,apr,15,recycle,r-mixed recycling,51420.0,mission trail,rg,1137.86,500 el camino real
2009,may,15,recycle,r-mixed recycling,41257.0,mission trail,rg,1137.86,500 el camino real
2009,jun,15,recycle,r-mixed recycling,39608.0,mission trail,rg,1137.86,500 el camino real
2009,jul,15,recycle,r-mixed recycling,46101.0,mission trail,rg,1137.86,500 el camino real
2009,aug,15,recycle,r-mixed recycling,25160.0,mission trail,rg,1137.86,500 el camino real
2009,sep,15,recycle,r-mixed recycling,50815.0,mission trail,rg,1137.86,500 el camino real
2009,oct,15,recycle,r-mixed recycling,69793.0,mission trail,rg,1137.86,500 el camino real
2009,nov,15,recycle,r-mixed recycling,60866.0,mission trail,rg,1137.86,500 el camino real
2009,dec,15,recycle,r-mixed recycling,26937.0,mission trail,rg,1137.86,500 el camino real
2009,jan,15,landfill,l-landfill,231060.0,mission trail,rg,1137.86,500 el camino real
2009,feb,15,landfill,l-landfill,220460.0,mission trail,rg,1137.86,500 el camino real
2009,mar,15,landfill,l-landfill,272260.0,mission trail,rg,1137.86,500 el camino real
2009,apr,15,landfill,l-landfill,226240.0,mission trail,rg,1137.86,500 el camino real
2009,may,15,landfill,l-landfill,231540.0,mission trail,rg,1137.86,500 el camino real
2009,jun,15,landfill,l-landfill,281260.0,mission trail,rg,1137.86,500 el camino real
2009,jul,15,landfill,l-landfill,142520.0,mission trail,rg,1137.86,500 el camino real
2009,aug,15,landfill,l-landfill,150320.0,mission trail,rg,1137.86,500 el camino real
2009,sep,15,landfill,l-landfill,173880.0,mission trail,rg,1137.86,500 el camino real
2009,oct,15,landfill,l-landfill,224960.0,mission trail,rg,1137.86,500 el camino real
2009,nov,15,landfill,l-landfill,164440.0,mission trail,rg,1137.86,500 el camino real
2009,dec,15,landfill,l-landfill,156420.0,mission trail,rg,1137.86,500 el camino real
2010,jan,15,recycle,r-mixed recycling,37977.0,mission trail,rg,1137.86,500 el camino real
2010,feb,15,recycle,r-mixed recycling,59046.0,mission trail,rg,1137.86,500 el camino real
2010,mar,15,recycle,r-mixed recycling,67465.0,mission trail,rg,1137.86,500 el camino real
2010,apr,15,recycle,r-mixed recycling,38185.0,mission trail,rg,1137.86,500 el camino real
2010,may,15,recycle,r-mixed recycling,61349.0,mission trail,rg,1137.86,500 el camino real
2010,jun,15,recycle,r-mixed recycling,71076.0,mission trail,rg,1137.86,500 el camino real
2010,jul,15,recycle,r-mixed recycling,32651.0,mission trail,rg,1137.86,500 el camino real
2010,aug,15,recycle,r-mixed recycling,37472.0,mission trail,rg,1137.86,500 el camino real
2010,sep,15,recycle,r-mixed recycling,69899.0,mission trail,rg,1137.86,500 el camino real
2010,oct,15,recycle,r-mixed recycling,58664.0,mission trail,rg,1137.86,500 el camino real
2010,nov,15,recycle,r-mixed recycling,37228.0,mission trail,rg,1137.86,500 el camino real
2010,dec,15,recycle,r-mixed recycling,34471.0,mission trail,rg,1137.86,500 el camino real
2010,jan,15,compost,c-organics,0.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2010,feb,15,compost,c-organics,0.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2010,mar,15,compost,c-organics,25756.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2010,apr,15,compost,c-organics,0.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2010,may,15,compost,c-organics,16720.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2010,jun,15,compost,c-organics,10812.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2010,jul,15,compost,c-organics,7524.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2010,aug,15,compost,c-organics,11514.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2010,sep,15,compost,c-organics,2622.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2010,oct,15,compost,c-organics,5472.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2010,nov,15,compost,c-organics,8208.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2010,dec,15,compost,c-organics,27360.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2010,jan,15,landfill,l-landfill,211808.0,mission trail,rg,1137.86,500 el camino real
2010,feb,15,landfill,l-landfill,214949.0,mission trail,rg,1137.86,500 el camino real
2010,mar,15,landfill,l-landfill,180020.0,mission trail,rg,1137.86,500 el camino real
2010,apr,15,landfill,l-landfill,196860.0,mission trail,rg,1137.86,500 el camino real
2010,may,15,landfill,l-landfill,181180.0,mission trail,rg,1137.86,500 el camino real
2010,jun,15,landfill,l-landfill,314359.0,mission trail,rg,1137.86,500 el camino real
2010,jul,15,landfill,l-landfill,133216.0,mission trail,rg,1137.86,500 el camino real
2010,aug,15,landfill,l-landfill,185086.0,mission trail,rg,1137.86,500 el camino real
2010,sep,15,landfill,l-landfill,190725.0,mission trail,rg,1137.86,500 el camino real
2010,oct,15,landfill,l-landfill,259448.0,mission trail,rg,1137.86,500 el camino real
2010,nov,15,landfill,l-landfill,210320.0,mission trail,rg,1137.86,500 el camino real
2010,dec,15,landfill,l-landfill,200712.0,mission trail,rg,1137.86,500 el camino real
2011,jan,15,recycle,r-mixed recycling,45054.0,mission trail,rg,1137.86,500 el camino real
2011,feb,15,recycle,r-mixed recycling,48462.0,mission trail,rg,1137.86,500 el camino real
2011,mar,15,recycle,r-mixed recycling,45994.0,mission trail,rg,1137.86,500 el camino real
2011,apr,15,recycle,r-mixed recycling,52843.0,mission trail,rg,1137.86,500 el camino real
2011,may,15,recycle,r-mixed recycling,57642.0,mission trail,rg,1137.86,500 el camino real
2011,jun,15,recycle,r-mixed recycling,96892.0,mission trail,rg,1137.86,500 el camino real
2011,jul,15,recycle,r-mixed recycling,44441.0,mission trail,rg,1137.86,500 el camino real
2011,aug,15,recycle,r-mixed recycling,88223.0,mission trail,rg,1137.86,500 el camino real
2011,sep,15,recycle,r-mixed recycling,72444.0,mission trail,rg,1137.86,500 el camino real
2011,oct,15,recycle,r-mixed recycling,50949.0,mission trail,rg,1137.86,500 el camino real
2011,nov,15,recycle,r-mixed recycling,31327.0,mission trail,rg,1137.86,500 el camino real
2011,dec,15,recycle,r-mixed recycling,15966.0,mission trail,rg,1137.86,500 el camino real
2011,jan,15,compost,c-organics,0.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2011,feb,15,compost,c-organics,2730.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2011,mar,15,compost,c-organics,8208.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2011,apr,15,compost,c-organics,6496.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2011,may,15,compost,c-organics,17100.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2011,jun,15,compost,c-organics,20520.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2011,jul,15,compost,c-organics,19494.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2011,aug,15,compost,c-organics,25992.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2011,sep,15,compost,c-organics,30096.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2011,oct,15,compost,c-organics,15732.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2011,nov,15,compost,c-organics,20520.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2011,dec,15,compost,c-organics,15732.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2011,jan,15,landfill,l-landfill,306632.0,mission trail,rg,1137.86,500 el camino real
2011,feb,15,landfill,l-landfill,109824.0,mission trail,rg,1137.86,500 el camino real
2011,mar,15,landfill,l-landfill,275820.0,mission trail,rg,1137.86,500 el camino real
2011,apr,15,landfill,l-landfill,253216.0,mission trail,rg,1137.86,500 el camino real
2011,may,15,landfill,l-landfill,265060.0,mission trail,rg,1137.86,500 el camino real
2011,jun,15,landfill,l-landfill,316616.0,mission trail,rg,1137.86,500 el camino real
2011,jul,15,landfill,l-landfill,107628.0,mission trail,rg,1137.86,500 el camino real
2011,aug,15,landfill,l-landfill,156748.0,mission trail,rg,1137.86,500 el camino real
2011,sep,15,landfill,l-landfill,179030.0,mission trail,rg,1137.86,500 el camino real
2011,oct,15,landfill,l-landfill,271568.0,mission trail,rg,1137.86,500 el camino real
2011,nov,15,landfill,l-landfill,252982.0,mission trail,rg,1137.86,500 el camino real
2011,dec,15,landfill,l-landfill,152840.0,mission trail,rg,1137.86,500 el camino real
2012,jan,15,recycle,r-mixed recycling,37246.0,mission trail,rg,1137.86,500 el camino real
2012,feb,15,recycle,r-mixed recycling,42816.0,mission trail,rg,1137.86,500 el camino real
2012,mar,15,recycle,r-mixed recycling,56945.0,mission trail,rg,1137.86,500 el camino real
2012,apr,15,recycle,r-mixed recycling,62603.0,mission trail,rg,1137.86,500 el camino real
2012,may,15,recycle,r-mixed recycling,91554.0,mission trail,rg,1137.86,500 el camino real
2012,jun,15,recycle,r-mixed recycling,90682.0,mission trail,rg,1137.86,500 el camino real
2012,jul,15,recycle,r-mixed recycling,45283.0,mission trail,rg,1137.86,500 el camino real
2012,aug,15,recycle,r-mixed recycling,48795.0,mission trail,rg,1137.86,500 el camino real
2012,sep,15,recycle,r-mixed recycling,91217.0,mission trail,rg,1137.86,500 el camino real
2012,oct,15,recycle,r-mixed recycling,82292.0,mission trail,rg,1137.86,500 el camino real
2012,nov,15,recycle,r-mixed recycling,87154.0,mission trail,rg,1137.86,500 el camino real
2012,dec,15,recycle,r-mixed recycling,42388.0,mission trail,rg,1137.86,500 el camino real
2012,jan,15,compost,c-organics,12996.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2012,feb,15,compost,c-organics,64296.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2012,mar,15,compost,c-organics,70056.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2012,apr,15,compost,c-organics,99960.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2012,may,15,compost,c-organics,93000.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2012,jun,15,compost,c-organics,97480.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2012,jul,15,compost,c-organics,77704.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2012,aug,15,compost,c-organics,115164.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2012,sep,15,compost,c-organics,97328.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2012,oct,15,compost,c-organics,155860.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2012,nov,15,compost,c-organics,122712.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2012,dec,15,compost,c-organics,74580.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2012,jan,15,landfill,l-landfill,228608.0,mission trail,rg,1137.86,500 el camino real
2012,feb,15,landfill,l-landfill,177272.0,mission trail,rg,1137.86,500 el camino real
2012,mar,15,landfill,l-landfill,161804.0,mission trail,rg,1137.86,500 el camino real
2012,apr,15,landfill,l-landfill,139600.0,mission trail,rg,1137.86,500 el camino real
2012,may,15,landfill,l-landfill,181920.0,mission trail,rg,1137.86,500 el camino real
2012,jun,15,landfill,l-landfill,232356.0,mission trail,rg,1137.86,500 el camino real
2012,jul,15,landfill,l-landfill,76876.0,mission trail,rg,1137.86,500 el camino real
2012,aug,15,landfill,l-landfill,102920.0,mission trail,rg,1137.86,500 el camino real
2012,sep,15,landfill,l-landfill,125176.0,mission trail,rg,1137.86,500 el camino real
2012,oct,15,landfill,l-landfill,158428.0,mission trail,rg,1137.86,500 el camino real
2012,nov,15,landfill,l-landfill,137520.0,mission trail,rg,1137.86,500 el camino real
2012,dec,15,landfill,l-landfill,85320.0,mission trail,rg,1137.86,500 el camino real
2013,jan,15,recycle,r-mixed recycling,94287.0,mission trail,rg,1137.86,500 el camino real
2013,feb,15,recycle,r-mixed recycling,75867.0,mission trail,rg,1137.86,500 el camino real
2013,mar,15,recycle,r-mixed recycling,80279.0,mission trail,rg,1137.86,500 el camino real
2013,apr,15,recycle,r-mixed recycling,87315.0,mission trail,rg,1137.86,500 el camino real
2013,may,15,recycle,r-mixed recycling,84843.0,mission trail,rg,1137.86,500 el camino real
2013,jun,15,recycle,r-mixed recycling,108971.0,mission trail,rg,1137.86,500 el camino real
2013,jul,15,recycle,r-mixed recycling,67543.0,mission trail,rg,1137.86,500 el camino real
2013,aug,15,recycle,r-mixed recycling,51101.0,mission trail,rg,1137.86,500 el camino real
2013,sep,15,recycle,r-mixed recycling,100348.0,mission trail,rg,1137.86,500 el camino real
2013,oct,15,recycle,r-mixed recycling,85760.0,mission trail,rg,1137.86,500 el camino real
2013,nov,15,recycle,r-mixed recycling,67536.0,mission trail,rg,1137.86,500 el camino real
2013,dec,15,recycle,r-mixed recycling,53544.0,mission trail,rg,1137.86,500 el camino real
2013,jan,15,compost,c-organics,107524.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2013,feb,15,compost,c-organics,95828.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2013,mar,15,compost,c-organics,96092.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2013,apr,15,compost,c-organics,128660.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2013,may,15,compost,c-organics,140744.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2013,jun,15,compost,c-organics,107380.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2013,jul,15,compost,c-organics,96812.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2013,aug,15,compost,c-organics,101028.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2013,sep,15,compost,c-organics,103792.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2013,oct,15,compost,c-organics,131356.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2013,nov,15,compost,c-organics,110728.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2013,dec,15,compost,c-organics,86492.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2013,jan,15,landfill,l-landfill,138000.0,mission trail,rg,1137.86,500 el camino real
2013,feb,15,landfill,l-landfill,136420.0,mission trail,rg,1137.86,500 el camino real
2013,mar,15,landfill,l-landfill,141880.0,mission trail,rg,1137.86,500 el camino real
2013,apr,15,landfill,l-landfill,151500.0,mission trail,rg,1137.86,500 el camino real
2013,may,15,landfill,l-landfill,156600.0,mission trail,rg,1137.86,500 el camino real
2013,jun,15,landfill,l-landfill,173820.0,mission trail,rg,1137.86,500 el camino real
2013,jul,15,landfill,l-landfill,116200.0,mission trail,rg,1137.86,500 el camino real
2013,aug,15,landfill,l-landfill,85580.0,mission trail,rg,1137.86,500 el camino real
2013,sep,15,landfill,l-landfill,120148.0,mission trail,rg,1137.86,500 el camino real
2013,oct,15,landfill,l-landfill,142260.0,mission trail,rg,1137.86,500 el camino real
2013,nov,15,landfill,l-landfill,140740.0,mission trail,rg,1137.86,500 el camino real
2013,dec,15,landfill,l-landfill,111540.0,mission trail,rg,1137.86,500 el camino real
2013,may,15,reuse,d-swap for good,800.0,other,2/18/2020,1137.86,500 el camino real
2014,jun,15,reuse,d-donations,10074.0,other,6/26/18 lk,1137.86,500 el camino real
2014,jan,15,recycle,r-mixed recycling,70381.0,mission trail,rg,1137.86,500 el camino real
2014,feb,15,recycle,r-mixed recycling,78520.0,mission trail,rg,1137.86,500 el camino real
2014,mar,15,recycle,r-mixed recycling,68800.0,mission trail,rg,1137.86,500 el camino real
2014,apr,15,recycle,r-mixed recycling,89350.0,mission trail,rg,1137.86,500 el camino real
2014,may,15,recycle,r-mixed recycling,95027.0,mission trail,rg,1137.86,500 el camino real
2014,jun,15,recycle,r-mixed recycling,121129.0,mission trail,rg,1137.86,500 el camino real
2014,jul,15,recycle,r-mixed recycling,80207.0,mission trail,rg,1137.86,500 el camino real
2014,aug,15,recycle,r-mixed recycling,122920.0,mission trail,rg,1137.86,500 el camino real
2014,sep,15,recycle,r-mixed recycling,96575.0,mission trail,rg,1137.86,500 el camino real
2014,oct,15,recycle,r-mixed recycling,79914.0,mission trail,rg,1137.86,500 el camino real
2014,nov,15,recycle,r-mixed recycling,74980.0,mission trail,rg,1137.86,500 el camino real
2014,dec,15,recycle,r-mixed recycling,67971.0,mission trail,rg,1137.86,500 el camino real
2014,jan,15,compost,c-organics,93932.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2014,feb,15,compost,c-organics,88264.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2014,mar,15,compost,c-organics,103340.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2014,apr,15,compost,c-organics,84300.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2014,may,15,compost,c-organics,68932.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2014,jun,15,compost,c-organics,71132.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2014,jul,15,compost,c-organics,82536.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
2014,aug,15,compost,c-organics,79272.0,mission trail,rg,1137.86,adjustment for mission trail organics (1/2 organics estimation based on 2016 estimates)
