Year,Month,Day,Category,Material Type,Weight (lbs),Vendor,Date Updated,Cost,Notes
2023,mar,27,landfill,l-landfill,13560.0,"$1,553.80",gt,1137.86,500 el camino real
2023,mar,30,landfill,l-landfill,8940.0,"$1,419.87",gt,1137.86,500 el camino real
2023,mar,2,recycle,r-mixed recycling,6760.0,"$1,588.16",gt,1137.86,500 el camino real
2023,mar,6,recycle,r-mixed recycling,6400.0,"$1,586.00",gt,1137.86,500 el camino real
2023,mar,9,recycle,r-mixed recycling,7300.0,"$1,591.40",gt,1137.86,500 el camino real
2023,mar,13,recycle,r-mixed recycling,7000.0,"$1,589.60",gt,1137.86,500 el camino real
2023,mar,16,recycle,r-mixed recycling,9460.0,"$1,604.36",gt,1137.86,500 el camino real
2023,mar,20,recycle,r-mixed recycling,7420.0,"$1,592.12",gt,1137.86,500 el camino real
2023,mar,23,recycle,r-mixed recycling,8820.0,"$1,600.52",gt,1137.86,500 el camino real
2023,mar,27,recycle,r-mixed recycling,5660.0,"$1,581.56",gt,1137.86,500 el camino real
2023,mar,30,recycle,r-mixed recycling,4840.0,"$1,576.64",gt,1137.86,500 el camino real
2023,apr,15,recycle,r-mixed recycling,524.0,$308.88,gt,1137.86,500 el camino real
2023,apr,15,landfill,l-landfill,1656.0,$829.71,gt,1137.86,500 el camino real
